,Intents,LLM Output,Correct Output,Step 1,Step 2,Step 3,Step 4,Step 5,Exact Match,Relaxed Match
10,"MSN audio and video are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked","define intent uniIntent: for endpoint('university') block service('MSN audio'), service('MSN video') allow service('MSN chat'), service('application sharing'), service('file transferring')","define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')","Identify the network configuration action implied by the statement: to block MSN audio and video, but allow MSN chat, application sharing, and file transferring. ","Determine the important Nile entities: 'MSN audio' (a service), 'MSN video' (a service), 'MSN chat' (a service), 'application sharing' (a service), 'file transferring' (a service), and the 'University' (an endpoint). ","'MSN audio' is a value of the entity ""service"", so we pair them together in Nile: service('MSN audio'). 'MSN video' is a value of the entity ""service"", so we pair them together in Nile: service('MSN video'). 'MSN chat' is a value of the entity ""service"", so we pair them together in Nile: service('MSN chat'). 'application sharing' is a value of the entity ""service"", so we pair them together in Nile: service('application sharing'). 'file transferring' is a value of the entity ""service"", so we pair them together in Nile: service('file transferring'). 'University' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'university'. We pair them together in Nile: endpoint('university'). ","Each Nile entity corresponds to a Nile operation. Since we want to block the services 'MSN audio' and 'MSN video', they both correspond to the Nile operation ""block"". Since we want to allow the services 'MSN chat', 'application sharing', and 'file transferring', they all correspond to the Nile operation ""allow"". Since the endpoint is neither an origin nor a destination, it corresponds to the Nile operation ""for"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') block service('MSN audio'), service('MSN video') allow service('MSN chat'), service('application sharing'), service('file transferring')",False,False
11,Net2Phone is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),Identify the network configuration action implied by the statement: to add a firewall for the university that allows Net2Phone. ,"Determine the important Nile entities: 'Net2Phone' (a service), 'University' (an endpoint), and 'firewall' (a middlebox). ","'Net2Phone' is a value of the entity ""service"", so we pair them together in Nile: service('Net2Phone'). 'University' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'university'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","Each Nile entity corresponds to a Nile operation. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow the service ""Net2Phone"", it corresponds to the Nile operation ""allow"". Since the endpoint is neither an origin nor a destination, it corresponds to the Nile operation ""for"". ",We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),True,True
12,PC-Telephone is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC-Telephone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),Identify the network configuration action implied by the statement: to add a firewall for the university that allows PC-Telephone. ,"Determine the important Nile entities: 'PC-Telephone' (a service), 'University' (an endpoint), and 'firewall' (a middlebox). ","'PC-Telephone' is a value of the entity ""service"", so we pair them together in Nile: service('PC-Telephone'). 'University' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'university'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","Each Nile entity corresponds to a Nile operation. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow the service ""PC-Telephone"", it corresponds to the Nile operation ""allow"". Since the endpoint is neither an origin nor a destination, it corresponds to the Nile operation ""for"". ",We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC-Telephone'),False,True
13,POP3 and secure POP are allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",Identify the network configuration action implied by the statement: to add a firewall for the university that allows POP3 and secure POP. ,"Determine the important Nile entities: 'POP3' (a protocol), 'secure POP' (a protocol), 'University' (an endpoint), and 'firewall' (a middlebox). ","'POP3' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('POP3'). 'secure POP' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('secure POP'). 'University' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'university'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","Each Nile entity corresponds to a Nile operation. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow both the protocol ""POP3"" and the protocol ""secure POP"", they both correspond to the Nile operation ""allow"". Since the endpoint is neither an origin nor a destination, it corresponds to the Nile operation ""for"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",True,True
14,SMTP is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),Identify the network configuration action implied by the statement: to add a firewall for the university that allows SMTP. ,"Determine the important Nile entities: 'SMTP' (a protocol), 'University' (an endpoint), and 'firewall' (a middlebox). ","'SMTP' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('SMTP'). 'University' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'university'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","Each Nile entity corresponds to a Nile operation. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow the protocol ""SMTP"", it corresponds to the Nile operation ""allow"". Since the endpoint is neither an origin nor a destination, it corresponds to the Nile operation ""for"". ",We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),True,True
15,Sony Playstation 2 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow device('Sony Playstation 2'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),Identify the network configuration action implied by the statement: to add a firewall for the university that allows Sony Playstation ,,"Determine the important Nile entities: 'Sony Playstation 2' (a device), 'University' (an endpoint), and 'firewall' (a middlebox). ","'Sony Playstation 2' is a value of the entity ""device"", so we pair them together in Nile: device('Sony Playstation 2'). 'University' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'university'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","Each Nile entity corresponds to a Nile operation. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow the device ""Sony Playstation 2"", it corresponds to the Nile operation ""allow"". Since the endpoint is neither an origin nor a destination, it corresponds to the Nile operation ""for"". ",False,False
16,SSH is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),Identify the network configuration action implied by the statement: to add a firewall for the university that allows SSH. ,"Determine the important Nile entities: 'SSH' (a protocol), 'University' (an endpoint), and 'firewall' (a middlebox). ","'SSH' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('SSH'). 'University' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'university'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","Each Nile entity corresponds to a Nile operation. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow the protocol ""SSH"", it corresponds to the Nile operation ""allow"". Since the endpoint is neither an origin nor a destination, it corresponds to the Nile operation ""for"". ",We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),True,True
17,Telnet is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),Identify the network configuration action implied by the statement: to add a firewall for the university that allows Telnet. ,"Determine the important Nile entities: 'Telnet' (a protocol), 'University' (an endpoint), and 'firewall' (a middlebox). ","'Telnet' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('Telnet'). 'University' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'university'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","Each Nile entity corresponds to a Nile operation. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow the protocol ""Telnet"", it corresponds to the Nile operation ""allow"". Since the endpoint is neither an origin nor a destination, it corresponds to the Nile operation ""for"". ",We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),True,True
18,Sorenson Videophone 200 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow device('Sorenson Videophone 200'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),Identify the network configuration action implied by the statement: to add a firewall for the university that allows the Sorenson Videophone ,,"Determine the important Nile entities: 'Sorenson Videophone 200' (a device), 'University' (an endpoint), and 'firewall' (a middlebox). ","'Sorenson Videophone 200' is a value of the entity ""device"", so we pair them together in Nile: device('Sorenson Videophone 200'). 'University' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'university'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","Each Nile entity corresponds to a Nile operation. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow the device ""Sorenson Videophone 200"", it corresponds to the Nile operation ""allow"". Since the endpoint is neither an origin nor a destination, it corresponds to the Nile operation ""for"". ",False,False
19,FTP and SFTP servers are allowed by the University firewall,"define intent uniIntent: for endpoint('servers') add middlebox('firewall') allow protocol('FTP'), protocol('SFTP')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",Identify the network configuration action implied by the statement: to add a firewall for the university that allows FTP and SFTP servers. ,"Determine the important Nile entities: 'FTP' (a protocol), 'SFTP' (a protocol), 'servers' (an endpoint), and 'firewall' (a middlebox). ","'FTP' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('FTP'). 'SFTP' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('SFTP'). 'servers' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'servers'. We pair them together in Nile: endpoint('servers'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","Each Nile entity corresponds to a Nile operation. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow both the protocol ""FTP"" and the protocol ""SFTP"", they both correspond to the Nile operation ""allow"". Since the endpoint is neither an origin nor a destination, it corresponds to the Nile operation ""for"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('servers') add middlebox('firewall') allow protocol('FTP'), protocol('SFTP')",False,True
20,Students data limit is 100 GB per week,"define intent uniIntent: for group('students') set quota('download', '100', 'gb/week')","define intent uniIntent: for group('students') set quota('download', '100', 'gb/wk')",Identify the network configuration action implied by the statement: to set a data limit of 100 GB per week for students. ,Determine the important Nile entities: 'Students' (a group) and a data limit of 100 GB per week (a quota). ,"'Students' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'students'. We pair them together in Nile: group('students'). A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""download"", the ""qos_value"" here is ""100"", and the ""qos_unit"" is ""gb/week"". We put them together in Nile: quota('download', '100', 'gb/week'). ","Each Nile entity corresponds to a Nile operation. A group always corresponds to the Nile operation ""for"". A quota is either ""set"" or ""unset"". Since we want to set the quota, it corresponds to the Nile operation ""set"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('students') set quota('download', '100', 'gb/week')",False,True
21,Students 10 GB a day download quotas are on 10 AM to Midnight,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/day') start hour('10:00') end hour('00:00')","define intent uniIntent: for group('students') set quota('download', '10', 'gb/d') start hour('10:00') end hour('23:59')",Identify the network configuration action implied by the statement: to set a download quota of 10 GB a day for students within the time frame of 10 AM to Midnight. ,"Determine the important Nile entities: 'Students' (a group), a download quota of 10 GB a day (a quota), '10 AM' (an hour), and 'Midnight' (an hour). ","'Students' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'students'. We pair them together in Nile: group('students'). A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""download"", the ""qos_value"" here is ""10"", and the ""qos_unit"" is ""gb/day"". We put them together in Nile: quota('download', '10', 'gb/day'). '10 AM' is an ""hour"", so we standardize the time and write it in Nile: hour('10:00'). 'Midnight' is an ""hour"", so we standardize the time and write it in Nile: hour('00:00'). ","Each Nile entity corresponds to a Nile operation. A quota is either ""set"" or ""unset"". Since we want to set the quota, it corresponds to the Nile operation ""set"". A group always corresponds to the Nile operation ""for"". Since '10:00' is a start time and '00:00' is an end time, they correspond to ""start"" and ""end"", respectively. ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('students') set quota('download', '10', 'gb/day') start hour('10:00') end hour('00:00')",False,True
22,The system passively monitors the network throughput when traffic is light,define intent uniIntent: monitor endpoint('system') metric('network throughput') when condition('light traffic'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),Identify the network configuration action implied by the statement: to passively monitor the network throughput when traffic is light. ,"Determine the important Nile entities: 'system' (an endpoint), 'network throughput' (a metric), and 'light traffic' (a condition). ","'system' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'system'. We pair them together in Nile: endpoint('system'). 'network throughput' is a ""metric"", so we pair them together in Nile: metric('network throughput'). 'light traffic' is a ""condition"", so we pair them together in Nile: condition('light traffic'). ","Each Nile entity corresponds to a Nile operation. Since the endpoint 'system' is the entity that performs the monitoring, it corresponds to the Nile operation ""monitor"". Since 'network throughput' is the metric being monitored, it corresponds to the Nile operation ""metric"". Since 'light traffic' is the condition under which the monitoring occurs, it corresponds to the Nile operation ""when"". ",We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: monitor endpoint('system') metric('network throughput') when condition('light traffic'),False,False
